hold_mean,hold_std,flight_mean,flight_std,backspace_rate,typing_speed,risk_category,timestamp,anomaly_score
106.5,7.5398938984577235,52.5,3.2015621187164243,0.10300000000000001,2.6500000000000004,medium_risk,2025-07-10T23:50:45.727389,-0.4643
